State,Day,Month,Year,Hour,Minute,Crash_Type,Speed_Limit,Road_User,Gender,Age
QLD,3,May,2012,14,0,Multiple,50,Motor cycle rider,Male,40
ACT,3,May,2012,16,40,Pedestrian,80,Pedestrian,Female,38
VIC,3,May,2012,17,0,Multiple,80,Motor cycle rider,Male,30
WA,3,May,2012,23,55,Pedestrian,20,Pedestrian,Male,53
NSW,4,May,2012,9,10,Multiple,20,Driver,Male,50
QLD,4,May,2012,10,0,Pedestrian,60,Pedestrian,Male,44
NSW,4,May,2012,14,44,Multiple,50,Driver,Female,57
VIC,4,May,2012,20,5,Single,100,Driver,Male,28
WA,4,May,2012,22,10,Pedestrian,50,Pedestrian,Male,51
TAS,5,May,2012,13,20,Multiple,100,Driver,Male,68
VIC,5,May,2012,19,28,Pedestrian,60,Pedestrian,Male,29
WA,5,May,2012,21,15,Single,90,Passenger,Male,28
QLD,5,May,2012,22,0,Single,60,Driver,Male,63
QLD,5,May,2012,22,0,Single,60,Passenger,Male,69
NSW,6,May,2012,3,20,Single,60,Motor cycle rider,Male,44
QLD,7,May,2012,8,0,Multiple,100,Motor cycle rider,Male,40
QLD,7,May,2012,13,0,Single,100,Motor cycle rider,Male,37
QLD,7,May,2012,13,0,Single,80,Motor cycle rider,Male,35
WA,7,May,2012,16,58,Single,60,Driver,Male,15
WA,8,May,2012,8,20,Multiple,110,Driver,Male,37
NT,8,May,2012,9,45,Single,130,Driver,Male,64
NT,8,May,2012,9,45,Single,130,Passenger,Female,62
NT,8,May,2012,13,45,Multiple,90,Driver,Male,29
NSW,8,May,2012,16,30,Pedestrian,60,Pedestrian,Female,76
QLD,8,May,2012,19,0,Pedestrian,80,Pedestrian,Male,44
QLD,8,May,2012,21,0,Multiple,100,Motor cycle rider,Female,52
WA,9,May,2012,9,20,Multiple,80,Driver,Female,82
NSW,9,May,2012,21,8,Single,110,Driver,Female,24
TAS,10,May,2012,9,10,Pedestrian,40,Pedestrian,Male,52
VIC,10,May,2012,15,25,Multiple,60,Passenger,Female,96
VIC,10,May,2012,15,25,Multiple,60,Driver,Male,94
NSW,11,May,2012,7,55,Multiple,100,Driver,Male,81
NSW,11,May,2012,11,45,Multiple,80,Motor cycle rider,Male,21
WA,11,May,2012,13,13,Single,110,Passenger,Female,84
QLD,11,May,2012,14,0,Multiple,100,Driver,Male,53
NSW,11,May,2012,16,10,Multiple,100,Driver,Female,62
WA,11,May,2012,16,45,Multiple,80,Motor cycle rider,Male,37
NSW,11,May,2012,17,47,Pedestrian,100,Pedestrian,Female,27
NSW,12,May,2012,10,40,Multiple,60,Driver,Male,78
QLD,13,May,2012,1,0,Pedestrian,60,Pedestrian,Male,39
NSW,13,May,2012,9,40,Single,100,Passenger,Male,43
NSW,14,May,2012,7,45,Multiple,60,Bicyclist,Male,56
QLD,14,May,2012,7,0,Multiple,60,Bicyclist,Male,81
QLD,15,May,2012,6,0,Multiple,80,Motor cycle rider,Male,55
QLD,15,May,2012,10,0,Multiple,50,Driver,Male,80
VIC,15,May,2012,14,35,Multiple,70,Driver,Male,48
WA,15,May,2012,16,34,Single,110,Driver,Male,22
TAS,15,May,2012,16,55,Multiple,80,Motor cycle rider,Male,41
VIC,15,May,2012,21,15,Multiple,80,Motor cycle rider,Male,30
QLD,16,May,2012,5,0,Single,60,Driver,Male,17
NSW,16,May,2012,8,25,Pedestrian,50,Pedestrian,Male,68
WA,17,May,2012,8,0,Single,60,Motor cycle rider,Male,18
WA,18,May,2012,0,15,Single,50,Driver,Male,34
QLD,18,May,2012,15,0,Single,80,Driver,Male,19
VIC,18,May,2012,21,40,Single,50,Driver,Male,15
ACT,19,May,2012,7,20,Multiple,60,Driver,Male,58
NSW,19,May,2012,11,35,Multiple,60,Driver,Male,79
NSW,19,May,2012,12,30,Single,100,Driver,Female,64
NSW,19,May,2012,16,40,Multiple,60,Driver,Female,20
WA,19,May,2012,19,11,Multiple,60,Motor cycle rider,Male,33
VIC,19,May,2012,21,30,Pedestrian,60,Pedestrian,Male,4
VIC,20,May,2012,1,25,Multiple,60,Driver,Male,20
NSW,20,May,2012,7,10,Single,90,Driver,Male,49
NSW,20,May,2012,10,15,Single,100,Motor cycle rider,Male,46
NSW,21,May,2012,14,30,Single,100,Driver,Male,43
VIC,21,May,2012,14,50,Multiple,80,Driver,Male,96
VIC,21,May,2012,19,30,Multiple,70,Driver,Male,59
QLD,21,May,2012,22,0,Single,100,Driver,Female,30
QLD,22,May,2012,6,0,Pedestrian,50,Pedestrian,Male,89
NSW,23,May,2012,8,15,Single,100,Driver,Male,19
QLD,23,May,2012,8,0,Pedestrian,40,Pedestrian,Male,69
NSW,23,May,2012,19,30,Pedestrian,60,Pedestrian,Male,25
SA,23,May,2012,20,30,Single,50,Bicyclist,Male,57
QLD,24,May,2012,8,0,Multiple,80,Driver,Male,27
NSW,24,May,2012,11,0,Single,100,Driver,Female,59
QLD,24,May,2012,11,0,Multiple,80,Motor cycle rider,Male,24
QLD,24,May,2012,11,0,Multiple,80,Motor cycle pillion passenger,Female,20
VIC,25,May,2012,6,50,Single,100,Driver,Male,20
NSW,25,May,2012,14,30,Multiple,80,Passenger,Male,0
WA,25,May,2012,15,17,Multiple,110,Driver,Female,31
VIC,25,May,2012,17,40,Multiple,60,Passenger,Female,56
NSW,26,May,2012,0,48,Single,50,Passenger,Male,23
QLD,26,May,2012,3,0,Single,70,Driver,Male,19
NSW,26,May,2012,10,3,Single,100,Driver,Male,26
VIC,26,May,2012,10,45,Multiple,90,Passenger,Female,18
NSW,26,May,2012,11,0,Multiple,100,Driver,Male,72
SA,26,May,2012,11,15,Single,60,Driver,Male,38
SA,26,May,2012,12,0,Single,60,Passenger,Male,82
NSW,26,May,2012,15,10,Multiple,60,Motor cycle rider,Male,35
QLD,28,May,2012,9,0,Single,60,Motor cycle rider,Male,49
WA,29,May,2012,14,13,Single,70,Passenger,Male,3
NSW,30,May,2012,14,55,Multiple,60,Driver,Male,22
WA,30,May,2012,17,30,Pedestrian,60,Pedestrian,Female,21
NSW,30,May,2012,18,10,Multiple,100,Driver,Female,41
QLD,30,May,2012,23,0,Single,100,Motor cycle rider,Male,61
VIC,31,May,2012,1,45,Multiple,60,Passenger,Male,21
VIC,31,May,2012,1,45,Multiple,60,Driver,Male,19
QLD,31,May,2012,8,0,Multiple,100,Driver,Male,30
QLD,31,May,2012,8,0,Multiple,100,Passenger,Female,33
QLD,31,May,2012,8,0,Multiple,100,Passenger,Female,3
WA,31,May,2012,8,0,Single,110,Driver,Male,49
NSW,1,May,2011,11,39,Single,100,Motor cycle rider,Male,42
NSW,1,May,2011,11,39,Single,100,Motor cycle pillion passenger,Female,33
NSW,1,May,2011,11,49,Multiple,110,Driver,Male,86
NSW,1,May,2011,15,15,Single,110,Passenger,Male,62
QLD,1,May,2011,16,0,Pedestrian,60,Pedestrian,Male,19
VIC,2,May,2011,0,0,Single,100,Driver,Male,54
QLD,2,May,2011,9,0,Multiple,100,Passenger,Male,24
SA,2,May,2011,21,15,Single,100,Driver,Female,51
NSW,3,May,2011,10,30,Multiple,100,Driver,Female,58
WA,3,May,2011,22,15,Single,100,Passenger,Female,18
VIC,4,May,2011,21,30,Single,100,Driver,Male,43
NSW,4,May,2011,22,0,Single,100,Driver,Male,47
NSW,5,May,2011,18,30,Single,100,Driver,Male,43
VIC,5,May,2011,18,35,Multiple,100,Driver,Male,66
SA,7,May,2011,0,36,Single,110,Passenger,Male,33
SA,7,May,2011,14,50,Single,100,Motor cycle rider,Male,35
WA,7,May,2011,14,18,Single,100,Driver,Male,24
NT,7,May,2011,15,5,Multiple,130,Driver,Male,44
SA,7,May,2011,18,35,Multiple,100,Driver,Male,78
VIC,8,May,2011,2,9,Single,60,Driver,Female,19
NSW,8,May,2011,10,0,Single,50,Motor cycle rider,Male,14
VIC,9,May,2011,11,5,Multiple,80,Driver,Female,83
NSW,9,May,2011,15,28,Multiple,80,Motor cycle rider,Male,20
NSW,9,May,2011,17,39,Multiple,100,Driver,Male,38
NSW,9,May,2011,17,39,Multiple,100,Passenger,Female,23
VIC,10,May,2011,5,55,Single,100,Driver,Male,19
VIC,10,May,2011,20,29,Multiple,60,Driver,Male,19
NT,11,May,2011,2,30,Single,110,Driver,Male,22
WA,11,May,2011,9,42,Pedestrian,-9,Pedestrian,Female,66
SA,11,May,2011,13,5,Multiple,70,Bicyclist,Female,44
NSW,12,May,2011,0,1,Single,100,Driver,Male,26
QLD,12,May,2011,5,0,Multiple,80,Motor cycle rider,Male,23
VIC,12,May,2011,8,15,Multiple,100,Driver,Female,33
QLD,12,May,2011,15,0,Pedestrian,60,Pedestrian,Female,69
TAS,12,May,2011,18,40,Multiple,100,Driver,Male,56
VIC,12,May,2011,19,55,Pedestrian,100,Pedestrian,Male,40
QLD,13,May,2011,11,0,Single,100,Driver,Male,58
QLD,13,May,2011,16,0,Multiple,60,Bicyclist,Male,18
QLD,13,May,2011,23,0,Single,60,Driver,Male,27
QLD,13,May,2011,23,0,Single,60,Passenger,Male,27
NSW,14,May,2011,9,5,Single,60,Passenger,Female,43
SA,14,May,2011,10,15,Multiple,60,Bicyclist,Male,60
SA,14,May,2011,10,5,Single,50,Driver,Female,40
VIC,14,May,2011,11,0,Pedestrian,100,Pedestrian,Female,60
QLD,14,May,2011,13,0,Multiple,80,Motor cycle rider,Male,42
SA,14,May,2011,14,11,Single,100,Driver,Female,19
NSW,15,May,2011,14,50,Multiple,100,Passenger,Female,8
NSW,15,May,2011,15,48,Multiple,50,Motor cycle rider,Male,50
VIC,15,May,2011,18,5,Single,100,Motor cycle rider,Male,50
QLD,16,May,2011,17,0,Pedestrian,60,Pedestrian,Female,66
QLD,17,May,2011,5,0,Multiple,100,Driver,Male,84
VIC,17,May,2011,8,51,Multiple,110,Driver,Male,38
VIC,17,May,2011,17,55,Multiple,100,Driver,Male,25
WA,17,May,2011,21,45,Single,110,Driver,Female,18
NSW,18,May,2011,6,17,Pedestrian,60,Pedestrian,Male,76
VIC,18,May,2011,8,45,Multiple,80,Driver,Female,83
VIC,18,May,2011,15,40,Multiple,100,Driver,Male,30
WA,18,May,2011,17,57,Multiple,70,Driver,Male,81
VIC,19,May,2011,4,5,Single,50,Driver,Male,22
QLD,19,May,2011,23,0,Multiple,90,Driver,Female,53
VIC,20,May,2011,13,15,Multiple,100,Driver,Female,90
SA,20,May,2011,14,35,Multiple,50,Driver,Female,76
VIC,20,May,2011,20,0,Single,100,Driver,Male,32
QLD,20,May,2011,21,0,Multiple,80,Motor cycle rider,Male,20
VIC,21,May,2011,10,28,Single,100,Driver,Male,29
WA,21,May,2011,12,25,Pedestrian,70,Pedestrian,Male,11
VIC,21,May,2011,15,9,Single,80,Motor cycle rider,Male,21
QLD,21,May,2011,23,0,Multiple,50,Passenger,Female,42
VIC,22,May,2011,0,20,Single,60,Driver,Male,42
QLD,22,May,2011,1,0,Single,100,Driver,Male,42
QLD,22,May,2011,1,0,Single,100,Passenger,Male,58
WA,22,May,2011,9,20,Single,110,Passenger,Female,30
VIC,22,May,2011,16,29,Single,100,Motor cycle rider,Male,50
NSW,22,May,2011,17,45,Single,90,Driver,Female,19
VIC,23,May,2011,4,30,Single,80,Driver,Male,46
WA,24,May,2011,7,58,Multiple,90,Driver,Male,18
WA,24,May,2011,7,58,Multiple,90,Passenger,Male,42
NSW,24,May,2011,9,55,Multiple,50,Driver,Male,78
VIC,24,May,2011,17,45,Pedestrian,50,Pedestrian,Male,81
VIC,24,May,2011,18,16,Multiple,70,Driver,Male,37
SA,25,May,2011,17,45,Single,100,Driver,Male,35
NSW,25,May,2011,19,30,Pedestrian,80,Pedestrian,Male,40
WA,25,May,2011,19,0,Single,110,Driver,Male,30
QLD,26,May,2011,17,0,Pedestrian,90,Pedestrian,Male,60
VIC,26,May,2011,23,26,Single,50,Driver,Male,25
SA,27,May,2011,6,50,Single,90,Motor cycle rider,Male,19
WA,27,May,2011,7,53,Multiple,80,Driver,Male,72
NSW,27,May,2011,15,0,Single,110,Passenger,Male,21
NSW,27,May,2011,19,30,Multiple,100,Driver,Female,21
QLD,27,May,2011,22,0,Single,100,Driver,Female,34
WA,27,May,2011,23,28,Multiple,50,Driver,Male,17
QLD,28,May,2011,0,0,Single,80,Driver,Male,26
QLD,28,May,2011,0,0,Single,80,Passenger,Male,34
QLD,28,May,2011,2,0,Multiple,100,Passenger,Male,30
QLD,28,May,2011,2,0,Multiple,100,Passenger,Male,24
QLD,28,May,2011,2,0,Multiple,100,Passenger,Female,34
QLD,28,May,2011,6,0,Pedestrian,60,Pedestrian,Male,79
QLD,28,May,2011,10,0,Single,100,Passenger,Female,29
TAS,28,May,2011,18,30,Multiple,110,Passenger,Male,22
NSW,29,May,2011,4,20,Single,70,Driver,Male,18
VIC,30,May,2011,5,50,Multiple,80,Motor cycle rider,Male,45
NSW,30,May,2011,11,10,Multiple,80,Driver,Male,17
WA,30,May,2011,14,45,Single,110,Driver,Female,41
VIC,30,May,2011,15,0,Single,100,Driver,Male,58
NSW,30,May,2011,16,30,Multiple,110,Driver,Male,52
NSW,30,May,2011,17,0,Pedestrian,50,Pedestrian,Female,86
QLD,31,May,2011,7,0,Multiple,100,Driver,Female,50
VIC,31,May,2011,9,38,Single,100,Motor cycle rider,Male,45
VIC,31,May,2011,12,50,Multiple,100,Passenger,Male,60
WA,1,May,2010,1,30,Pedestrian,60,Pedestrian,Female,22
VIC,1,May,2010,15,51,Single,50,Motor cycle rider,Male,30
WA,2,May,2010,0,27,Pedestrian,50,Pedestrian,Female,23
NSW,2,May,2010,1,28,Pedestrian,100,Pedestrian,Male,52
NSW,2,May,2010,8,45,Single,80,Driver,Male,46
WA,2,May,2010,8,46,Single,110,Motor cycle rider,Male,38
QLD,2,May,2010,13,0,Multiple,80,Driver,Male,19
QLD,3,May,2010,10,0,Single,100,Driver,Male,63
SA,3,May,2010,16,45,Pedestrian,50,Pedestrian,Male,78
VIC,4,May,2010,10,10,Multiple,60,Driver,Female,71
NSW,4,May,2010,14,30,Pedestrian,100,Pedestrian,Male,70
NSW,5,May,2010,8,15,Pedestrian,60,Pedestrian,Female,71
VIC,5,May,2010,13,29,Multiple,70,Driver,Male,38
SA,5,May,2010,15,45,Multiple,110,Passenger,Male,20
SA,5,May,2010,15,45,Multiple,110,Passenger,Male,19
QLD,6,May,2010,14,0,Multiple,60,Driver,Male,70
NSW,6,May,2010,15,23,Multiple,90,Driver,Male,19
NSW,6,May,2010,15,23,Multiple,90,Passenger,Female,53
SA,6,May,2010,15,20,Multiple,60,Passenger,Male,96
WA,6,May,2010,20,41,Single,110,Driver,Male,28
NSW,6,May,2010,23,10,Multiple,80,Driver,Male,22
NSW,6,May,2010,23,10,Multiple,80,Passenger,Male,20
WA,6,May,2010,23,45,Multiple,110,Passenger,Male,21
QLD,7,May,2010,9,0,Single,80,Driver,Male,49
VIC,7,May,2010,13,35,Multiple,70,Driver,Female,64
NSW,8,May,2010,1,0,Single,100,Passenger,Male,33
SA,8,May,2010,4,55,Pedestrian,70,Pedestrian,Female,26
NSW,8,May,2010,6,0,Multiple,100,Motor cycle rider,Male,24
QLD,8,May,2010,6,0,Single,100,Driver,Male,40
QLD,8,May,2010,17,0,Multiple,100,Driver,Female,59
QLD,8,May,2010,17,0,Multiple,100,Passenger,Male,67
SA,8,May,2010,21,30,Single,100,Driver,Male,22
QLD,8,May,2010,23,0,Single,80,Driver,Female,51
NSW,9,May,2010,10,45,Multiple,50,Motor cycle rider,Male,17
VIC,9,May,2010,18,55,Pedestrian,80,Pedestrian,Male,9
WA,9,May,2010,18,58,Pedestrian,60,Pedestrian,Male,4
QLD,10,May,2010,7,0,Pedestrian,50,Pedestrian,Female,51
WA,10,May,2010,7,30,Pedestrian,50,Pedestrian,Female,54
VIC,10,May,2010,9,30,Single,100,Driver,Male,19
TAS,10,May,2010,9,45,Single,100,Driver,Male,49
VIC,10,May,2010,21,5,Multiple,60,Motor cycle rider,Male,43
QLD,11,May,2010,4,0,Single,100,Motor cycle rider,Male,50
NSW,11,May,2010,5,45,Single,80,Driver,Male,23
NSW,11,May,2010,5,55,Multiple,80,Driver,Male,66
QLD,11,May,2010,7,0,Single,100,Driver,Male,52
QLD,11,May,2010,12,0,Pedestrian,50,Pedestrian,Female,83
WA,11,May,2010,13,15,Single,110,Passenger,Female,55
NSW,11,May,2010,15,10,Multiple,100,Driver,Female,33
VIC,11,May,2010,16,20,Single,100,Passenger,Male,19
VIC,11,May,2010,16,20,Single,100,Driver,Male,23
VIC,11,May,2010,16,10,Multiple,70,Driver,Male,85
VIC,12,May,2010,2,0,Single,50,Driver,Male,36
QLD,12,May,2010,7,0,Multiple,100,Driver,Male,66
VIC,13,May,2010,1,30,Single,100,Motor cycle rider,Male,40
NSW,13,May,2010,11,30,Multiple,60,Driver,Female,72
WA,13,May,2010,16,0,Multiple,100,Driver,Female,17
WA,13,May,2010,16,0,Multiple,100,Passenger,Female,16
QLD,13,May,2010,22,0,Multiple,110,Passenger,Female,15
VIC,14,May,2010,6,25,Multiple,90,Driver,Male,21
TAS,14,May,2010,13,30,Pedestrian,80,Pedestrian,Male,72
QLD,14,May,2010,17,0,Multiple,100,Driver,Female,41
WA,14,May,2010,18,40,Multiple,90,Driver,Male,51
NSW,14,May,2010,19,28,Single,60,Driver,Male,57
NSW,14,May,2010,19,0,Single,80,Passenger,Male,16
QLD,15,May,2010,1,0,Single,50,Driver,Male,21
TAS,15,May,2010,2,50,Multiple,60,Driver,Female,40
NSW,15,May,2010,9,50,Multiple,100,Driver,Female,66
NT,15,May,2010,11,45,Single,50,Driver,Male,22
ACT,15,May,2010,15,25,Multiple,50,Driver,Male,79
WA,15,May,2010,18,30,Single,110,Driver,Female,59
WA,15,May,2010,22,50,Single,60,Driver,Male,30
NSW,15,May,2010,23,50,Multiple,50,Driver,Female,31
ACT,16,May,2010,11,35,Multiple,60,Bicyclist,Male,61
NT,16,May,2010,12,20,Single,80,Motor cycle rider,Male,26
NSW,16,May,2010,14,20,Single,110,Passenger,Female,24
NSW,16,May,2010,17,45,Pedestrian,100,Pedestrian,Male,17
VIC,17,May,2010,0,45,Single,100,Driver,Male,31
VIC,17,May,2010,20,50,Multiple,80,Driver,Male,38
WA,18,May,2010,7,15,Single,50,Driver,Female,22
QLD,18,May,2010,11,0,Multiple,60,Passenger,Female,33
NSW,19,May,2010,8,30,Multiple,60,Driver,Female,18
NT,19,May,2010,22,5,Pedestrian,100,Pedestrian,Male,50
NSW,20,May,2010,7,25,Pedestrian,50,Pedestrian,Male,54
NSW,20,May,2010,14,15,Multiple,60,Driver,Male,90
QLD,20,May,2010,18,0,Multiple,110,Driver,Female,30
TAS,21,May,2010,16,0,Multiple,100,Driver,Male,50
NSW,21,May,2010,18,40,Pedestrian,50,Pedestrian,Male,82
SA,21,May,2010,19,45,Pedestrian,50,Pedestrian,Female,36
NSW,22,May,2010,7,10,Multiple,80,Passenger,Female,65
NSW,22,May,2010,7,10,Multiple,80,Passenger,Female,78
NSW,22,May,2010,8,0,Single,100,Passenger,Male,32
NSW,22,May,2010,11,5,Multiple,100,Driver,Female,54
VIC,22,May,2010,11,35,Multiple,80,Passenger,Male,62
VIC,22,May,2010,11,35,Multiple,80,Passenger,Female,61
VIC,22,May,2010,11,35,Multiple,80,Driver,Male,27
QLD,22,May,2010,11,0,Multiple,60,Motor cycle rider,Male,26
NSW,22,May,2010,13,49,Multiple,100,Motor cycle rider,Male,20
VIC,22,May,2010,15,5,Multiple,100,Motor cycle rider,Female,52
SA,22,May,2010,18,50,Single,100,Driver,Male,47
NSW,22,May,2010,22,45,Single,80,Driver,Female,24
VIC,23,May,2010,12,0,Single,100,Driver,Female,18
VIC,23,May,2010,13,20,Multiple,80,Driver,Female,43
NSW,23,May,2010,17,45,Single,50,Driver,Male,20
QLD,24,May,2010,21,0,Pedestrian,60,Pedestrian,Male,2
TAS,24,May,2010,23,56,Single,80,Driver,Male,16
VIC,25,May,2010,10,5,Single,100,Driver,Female,26
VIC,25,May,2010,15,3,Multiple,60,Driver,Male,67
NSW,25,May,2010,19,40,Single,100,Driver,Male,45
NSW,25,May,2010,20,40,Single,50,Driver,Male,56
NSW,26,May,2010,1,0,Pedestrian,100,Pedestrian,Male,29
VIC,26,May,2010,13,45,Multiple,100,Bicyclist,Female,55
VIC,26,May,2010,14,15,Multiple,100,Driver,Male,70
QLD,26,May,2010,15,0,Single,100,Driver,Male,19
SA,26,May,2010,18,35,Multiple,100,Driver,Female,21
VIC,26,May,2010,19,0,Pedestrian,100,Pedestrian,Male,44
QLD,27,May,2010,0,0,Single,60,Passenger,Female,20
WA,27,May,2010,10,40,Single,110,Driver,Male,20
SA,27,May,2010,17,11,Single,80,Motor cycle rider,Male,55
VIC,27,May,2010,23,45,Single,100,Driver,Female,41
VIC,28,May,2010,5,30,Single,100,Driver,Male,26
WA,28,May,2010,5,0,Single,100,Driver,Male,21
WA,28,May,2010,7,55,Single,110,Driver,Male,65
SA,29,May,2010,6,56,Multiple,60,Bicyclist,Male,41
WA,29,May,2010,6,16,Single,110,Driver,Male,56
VIC,29,May,2010,14,35,Multiple,100,Passenger,Male,25
VIC,29,May,2010,14,35,Multiple,100,Driver,Male,30
NSW,29,May,2010,16,0,Single,60,Driver,Male,18
VIC,29,May,2010,19,55,Multiple,100,Passenger,Male,21
NSW,29,May,2010,23,30,Single,100,Driver,Female,19
ACT,29,May,2010,23,38,Single,60,Driver,Male,35
WA,30,May,2010,12,0,Single,110,Motor cycle rider,Male,43
WA,30,May,2010,12,20,Single,110,Motor cycle rider,Male,68
WA,30,May,2010,19,0,Single,110,Driver,Male,31
SA,31,May,2010,15,40,Multiple,80,Driver,Female,19
NT,1,May,2009,0,5,Pedestrian,110,Pedestrian,Male,26
NSW,1,May,2009,12,35,Single,70,Driver,Male,55
NSW,1,May,2009,13,25,Multiple,60,Bicyclist,Female,36
NSW,1,May,2009,16,30,Pedestrian,50,Pedestrian,Female,76
NT,1,May,2009,16,0,Multiple,130,Driver,Male,45
WA,1,May,2009,21,40,Single,60,Passenger,Female,39
NSW,1,May,2009,23,50,Single,100,Driver,Male,24
NSW,1,May,2009,23,50,Single,100,Passenger,Male,24
VIC,2,May,2009,1,19,Single,80,Driver,Male,33
NSW,2,May,2009,18,15,Single,100,Driver,Male,25
QLD,2,May,2009,21,0,Multiple,100,Passenger,Male,16
QLD,2,May,2009,21,0,Multiple,100,Passenger,Male,17
QLD,2,May,2009,21,0,Multiple,100,Passenger,Male,16
QLD,3,May,2009,6,0,Multiple,80,Passenger,Female,26
WA,3,May,2009,10,58,Multiple,110,Passenger,Female,61
VIC,3,May,2009,19,12,Multiple,100,Passenger,Female,45
VIC,3,May,2009,19,12,Multiple,100,Passenger,Female,45
VIC,3,May,2009,19,12,Multiple,100,Driver,Male,55
QLD,4,May,2009,5,0,Single,60,Driver,Male,34
NSW,4,May,2009,7,0,Multiple,70,Driver,Female,24
QLD,4,May,2009,16,0,Single,80,Motor cycle rider,Male,46
NSW,4,May,2009,17,30,Pedestrian,70,Pedestrian,Male,79
QLD,4,May,2009,19,0,Single,70,Driver,Male,36
QLD,6,May,2009,8,0,Single,100,Driver,Female,24
SA,6,May,2009,10,45,Multiple,50,Driver,Male,78
WA,6,May,2009,17,55,Pedestrian,80,Pedestrian,Male,28
WA,6,May,2009,18,35,Pedestrian,60,Pedestrian,Male,54
SA,6,May,2009,22,40,Single,80,Driver,Male,24
QLD,7,May,2009,15,0,Multiple,100,Motor cycle rider,Male,44
NSW,7,May,2009,16,20,Multiple,60,Motor cycle rider,Male,55
QLD,7,May,2009,17,0,Multiple,50,Motor cycle rider,Male,47
QLD,7,May,2009,18,0,Multiple,80,Motor cycle rider,Male,37
NSW,8,May,2009,8,0,Single,100,Driver,Male,58
VIC,8,May,2009,12,15,Single,70,Driver,Male,69
SA,8,May,2009,17,0,Single,110,Motor cycle rider,Male,61
SA,8,May,2009,17,0,Single,110,Motor cycle pillion passenger,Female,47
QLD,8,May,2009,18,0,Multiple,80,Driver,Male,43
QLD,8,May,2009,18,0,Multiple,80,Driver,Female,60
QLD,8,May,2009,18,0,Multiple,80,Passenger,Female,5
QLD,8,May,2009,18,0,Multiple,80,Passenger,Female,5
NT,8,May,2009,19,30,Single,130,Driver,Male,42
VIC,8,May,2009,21,20,Multiple,50,Motor cycle rider,Male,23
SA,8,May,2009,22,45,Single,80,Driver,Male,17
VIC,8,May,2009,23,55,Single,50,Passenger,Male,20
NSW,9,May,2009,3,30,Single,50,Motor cycle rider,Male,19
NSW,9,May,2009,3,30,Single,50,Motor cycle pillion passenger,Male,21
NSW,9,May,2009,8,10,Single,100,Driver,Female,72
VIC,9,May,2009,11,15,Pedestrian,50,Pedestrian,Male,17
NSW,9,May,2009,12,30,Single,90,Driver,Male,58
SA,9,May,2009,12,55,Single,110,Passenger,Male,18
NSW,9,May,2009,16,25,Multiple,50,Motor cycle rider,Male,12
NSW,9,May,2009,17,53,Pedestrian,70,Pedestrian,Male,90
NSW,10,May,2009,6,45,Multiple,100,Bicyclist,Female,41
TAS,10,May,2009,16,5,Single,100,Passenger,Male,91
QLD,10,May,2009,23,0,Single,50,Motor cycle rider,Male,22
VIC,11,May,2009,15,37,Multiple,100,Motor cycle rider,Male,62
NSW,11,May,2009,16,20,Single,100,Driver,Female,62
NSW,11,May,2009,17,40,Pedestrian,60,Pedestrian,Male,76
WA,11,May,2009,19,0,Multiple,110,Driver,Female,68
VIC,11,May,2009,20,42,Single,80,Driver,Male,22
WA,11,May,2009,23,30,Single,80,Driver,Male,24
VIC,12,May,2009,11,55,Multiple,50,Passenger,Female,82
SA,12,May,2009,11,45,Single,110,Driver,Female,47
NSW,12,May,2009,16,30,Multiple,60,Bicyclist,Male,77
WA,12,May,2009,17,0,Single,20,Driver,Male,38
NSW,12,May,2009,19,40,Multiple,100,Driver,Male,31
NSW,12,May,2009,20,45,Pedestrian,90,Pedestrian,Male,54
WA,13,May,2009,22,52,Single,110,Driver,Male,19
WA,13,May,2009,22,52,Single,110,Passenger,Male,22
SA,14,May,2009,8,20,Single,100,Driver,Female,22
NSW,14,May,2009,16,0,Single,100,Passenger,Female,27
SA,14,May,2009,20,45,Multiple,60,Passenger,Male,22
SA,15,May,2009,6,42,Pedestrian,60,Pedestrian,Female,15
QLD,15,May,2009,12,0,Multiple,50,Motor cycle rider,Male,63
NSW,15,May,2009,15,9,Multiple,100,Driver,Female,49
SA,16,May,2009,8,20,Pedestrian,60,Pedestrian,Male,71
WA,16,May,2009,21,40,Single,50,Motor cycle rider,Male,24
QLD,16,May,2009,22,0,Multiple,60,Passenger,Female,20
NSW,17,May,2009,8,0,Single,50,Bicyclist,Male,72
WA,17,May,2009,14,0,Pedestrian,-9,Pedestrian,Female,12
NSW,17,May,2009,15,0,Multiple,50,Driver,Male,47
VIC,17,May,2009,15,40,Single,100,Driver,Female,18
QLD,18,May,2009,17,0,Pedestrian,50,Pedestrian,Male,66
NSW,18,May,2009,22,30,Multiple,110,Passenger,Female,64
TAS,19,May,2009,11,15,Single,100,Driver,Male,33
WA,19,May,2009,13,45,Single,80,Driver,Female,21
QLD,19,May,2009,16,0,Single,100,Passenger,Female,19
WA,20,May,2009,18,0,Multiple,60,Driver,Female,17
QLD,21,May,2009,13,0,Multiple,100,Driver,Female,26
NSW,21,May,2009,15,25,Pedestrian,60,Pedestrian,Male,10
TAS,21,May,2009,16,40,Single,50,Driver,Male,29
TAS,21,May,2009,16,40,Single,50,Passenger,Male,50
TAS,21,May,2009,16,40,Single,50,Passenger,Male,23
NSW,21,May,2009,17,40,Multiple,60,Driver,Male,88
SA,22,May,2009,3,20,Single,110,Passenger,Male,17
SA,22,May,2009,3,20,Single,110,Passenger,Male,17
